time_index_volume,nom_exe_buy,nom_exe_sell,nom_new_buy,nom_new_sell,nom_amm_buy,nom_amm_sell,nom_can_buy,nom_can_sell,nom_exe,nom_new,nom_can,nom_amm,nom_exe_order_buy_price,nom_exe_order_sell_price,nom_exe_order_buy_volume,nom_exe_order_sell_volume,nom_exe_order_volume_average,nom_exe_order_price_average
2016-04-29 07:00:11.102000$$2016-04-29 07:10:12.100,3.365475842,2.586066576,-1.915870545,-3.6193846689999996,2.134398391,2.854831677,-3.822115114,-3.1717377210000004,1.1358475140000002,1.4496627830000002,-1.3694809319999999,-0.273552897,-0.506158903,-0.763486606,-1.478367716,-1.337655678,1.1052,0.6629999999999999
2016-04-29 07:10:12.100000$$2016-04-29 07:20:12.241,0.36072017100000003,0.40944093200000004,-1.203540675,-0.485956265,2.19683845,0.894114635,-1.714971579,-1.025914705,-0.278294235,-0.70542657,-0.983515872,1.364448959,-0.7979670990000001,-0.768943576,-1.22565767,-1.205387365,1.0168,1.0377
2016-04-29 07:20:12.241000$$2016-04-29 07:30:12.601,-0.745508285,-0.520772392,0.1419713,1.1082441509999998,0.050872216,-0.336952855,0.513801146,0.136254297,-1.307700813,-0.759529232,0.41690141700000005,0.368693139,-1.005052945,-0.973729174,-0.172433035,-0.161637185,1.0668,1.0322
2016-04-29 07:30:12.601000$$2016-04-29 07:40:12.602,-0.110174375,0.082211739,0.166704976,-1.3984985719999998,1.6545958330000001,0.48952223,-1.6722369990000001,0.329341937,-0.829920285,1.336047194,-2.247884173,1.260152594,-0.943445148,-0.912409193,-1.387690791,-1.365962891,1.0159,1.034
2016-04-29 07:40:12.602000$$2016-04-29 07:50:23.729,-0.42410407200000005,-0.318552104,-1.955444427,-0.628884578,1.855061285,1.4162809019999998,-0.18310124,-0.759963805,-0.609122174,-1.271701095,0.600271791,0.535018394,-0.543881911,-0.515973781,-0.552049644,-0.537838891,1.0264,1.0541
2016-04-29 07:50:23.729000$$2016-04-29 08:00:26.125,-1.044488949,-1.101696128,-0.09547198900000001,-0.255072067,0.612832746,1.208797617,0.36916102799999995,-0.013115387,0.400346114,0.098899665,0.41246503700000003,-0.44481850700000003,-0.525615759,-0.497885824,-0.080510938,-0.070541989,1.1413,1.0557
2016-04-29 08:00:26.125000$$2016-04-29 08:10:28.664,-0.8202534509999999,-0.9435966309999999,0.725686055,-0.18360791,0.376217786,-0.043018201,-0.137079384,1.105335659,0.8153579479999999,0.7697726690000001,-1.2570926390000001,0.43181988600000004,-0.6896464729999999,-0.660316345,-1.3814574530000001,-1.3597856259999999,1.0159,1.0444
2016-04-29 08:10:28.664000$$2016-04-29 08:20:33.109,-0.483900204,-0.807557528,-0.298288133,0.179210116,0.576683238,-0.222837048,0.047008037999999995,0.9122480190000001,2.030855242,-0.42769957399999997,-0.881479131,0.882489968,-0.505459364,-0.47792606299999996,-0.323872848,-0.311714696,1.0390000000000001,1.0576
2016-04-29 08:20:33.109000$$2016-04-29 08:30:35.030,-0.31572358100000003,-0.550186252,-1.589386021,0.322138429,1.13207113,-0.004979599,0.204797258,0.336628263,1.138801335,-1.6594368369999999,-0.143561257,1.273326872,-0.26183749300000003,-0.23668083199999998,-0.218414649,-0.207205164,1.0541,1.1063
2016-04-29 08:30:35.030000$$2016-04-29 08:40:43.251,-0.58106892,-0.726669413,0.473402559,0.7399288829999999,0.19875656600000002,-0.61013918,-0.0023010929999999997,0.8721732259999999,0.779173642,-0.198664973,-0.897745858,0.901702456,-0.230730336,-0.20587714,0.741190267,0.743767469,0.9965,1.1207
2016-04-29 08:40:43.251000$$2016-04-29 08:51:12.601,-0.8875241,-1.020808013,0.36952112,0.9763103240000001,-0.04771735,-0.247043431,0.586121205,0.6244381410000001,0.980771918,-0.46917828100000003,-0.01194865,0.145828275,-0.282693427,-0.257333307,-1.167272948,-1.147527853,1.0172,1.0985
2016-04-29 08:51:12.601000$$2016-04-29 09:01:18.537,-0.8202534509999999,-0.734022878,-3.122873935,1.152222094,-0.419071384,-0.665468056,3.219228805,0.664512934,-0.660075584,-3.525978662,2.8421224869999997,0.144730419,-0.243132268,-0.22418617600000001,-1.006286818,-1.177313607,0.8547,1.0845
