cancel_order_buy_price,cancel_order_buy_volume,cancel_order_sell_price,cancel_order_sell_volume,execute_order_buy_price,execute_order_buy_volume,execute_order_sell_price,execute_order_sell_volume,new_order_buy_price,new_order_buy_volume,new_order_sell_price,new_order_sell_volume,time_index_volume,nom_exe_order_buy_price,nom_exe_order_sell_price,nom_exe_order_buy_volume,nom_exe_order_sell_volume
3388.75,0.0,3394.8602,0.0,3392.2727,61.9091,3392.2727,61.9091,3388.9107,160.2411,3394.38,183.21,2016-04-29 11:22:22.101000$$2016-04-29 11:27:23.619,0.009999245593005131,0.012007409857865877,-1.202022447056621,-1.1971724946035138
3388.76,0.0,3395.3521,0.0,3390.4615,111.5385,3390.4615,111.5385,3388.5284,165.1834,3394.7906,196.0299,2016-04-29 11:27:23.619000$$2016-04-29 11:32:33.348,0.004697018418897508,0.006704619215199726,0.26557715886388916,0.27675329509977736
3388.7848,0.0,3397.0993,0.0,3392.0,85.75,3392.0,85.75,3390.0283,155.8396,3396.16,192.808,2016-04-29 11:32:33.348000$$2016-04-29 11:37:33.550,0.009200925501143938,0.011209004928396516,-0.4970190530040979,-0.48913013745760453
3391.1444,0.0,3401.5213,0.0,3397.2903,90.4839,3397.2903,90.4839,3394.0879,150.9487,3402.412,231.8106,2016-04-29 11:37:33.550000$$2016-04-29 11:42:36.958,0.024688101085938906,0.026697826337901714,-0.3570320740265742,-0.3485397354806228
3395.0,0.0,3405.771,0.0,3400.2632,124.2105,3378.7895,124.2105,3396.2476,201.5583,3405.028,266.6589,2016-04-29 11:42:36.958000$$2016-04-29 11:47:37.445,0.03339116599644155,-0.027468399988199155,0.6403030714524899,0.6530944881651802
3397.0914,0.0,3408.0355,0.0,3403.1111,106.0,3403.1111,106.0,3398.8457,210.0971,3407.4395,198.0673,2016-04-29 11:47:37.445000$$2016-04-29 11:52:38.422,0.04172829760484558,0.04373983372131009,0.1017972135614929,0.11226736566537601
3397.7874,0.0,3406.7732,0.0,3402.1053,122.5789,3402.0526,122.5789,3397.7772,229.1399,3405.366,229.0876,2016-04-29 11:52:38.422000$$2016-04-29 11:57:42.101,0.03878385188282887,0.040640781217300415,0.5920547445128151,0.6046381836666395
3398.922,0.0,3406.3593,0.0,3403.2432,109.8649,3403.0541,109.8649,3399.4902,154.9804,3405.8848,201.3665,2016-04-29 11:57:42.101000$$2016-04-29 12:02:42.102,0.042115015918504244,0.043572950402718406,0.21608684263059688,0.2270496476317963
3398.7885,0.0,3406.8431,0.0,3402.1905,137.2381,3402.1905,137.2381,3399.6444,153.5778,3406.502,172.3922,2016-04-29 12:02:42.102000$$2016-04-29 12:07:42.809,0.03903327202154015,0.04104452173719029,1.0255444933937192,1.0399965183718443
3459.2733,0.0,3480.6356,0.0,3467.2265,128.55,3465.9358,128.2882,3463.554,198.1533,3478.8432,170.7026,2016-04-29 12:07:42.809000$$2016-04-29 12:12:45.891,0.2294239779045155,0.2276765780280076,0.7686271795394721,0.7741966411767641
3478.6302,0.0,3493.8333,0.0,3487.2009,164.7205,3486.8559,164.7205,3479.7063,212.4654,3493.7938,205.0037,2016-04-29 12:12:45.891000$$2016-04-29 12:17:46.215,0.28789836310023514,0.2889259765061619,1.8382313163202468,1.8561864808324362
3478.3361,0.0,3489.765,0.0,3484.2198,179.9231,3484.1319,179.9231,3478.9312,265.8297,3488.8084,154.4346,2016-04-29 12:17:46.215000$$2016-04-29 12:22:47.914,0.2791712929651141,0.2809507105440248,2.2877900409666694,2.307683057670828
3472.9265,0.0,3487.5793,0.0,3478.6098,99.7073,3478.561,99.7073,3472.5171,248.6464,3483.879,126.0955,2016-04-29 12:22:47.914000$$2016-04-29 12:27:51.785,0.26274820636686963,0.26464035476265024,-0.08428531091343504,-0.07461727966311671
3464.1374,0.0,3477.8756,0.0,3472.2273,91.5,3472.1818,91.5,3463.0462,210.8445,3476.3515,151.2343,2016-04-29 12:27:51.785000$$2016-04-29 12:32:54.477,0.24406365196164606,0.24596347641255323,-0.32698480447312767,-0.31836294521280756
3463.7458,0.0,3481.7308,0.0,3471.4545,79.3636,3471.4545,79.3636,3464.6296,253.7222,3477.3711,214.7526,2016-04-29 12:32:54.477000$$2016-04-29 12:37:54.980,0.2418013059147428,0.24383410382288287,-0.6858723964507392,-0.6787975455536341
3456.8704,0.0,3468.0732,0.0,3463.097,115.4254,3461.3209,115.4254,3457.1343,209.1525,3466.8993,192.2604,2016-04-29 12:37:54.980000$$2016-04-29 12:42:55.338,0.21733500533634173,0.2141651775549296,0.3805173537534592,0.39218894719304703
3451.4042,0.0,3462.0226,0.0,3456.7273,83.9773,3456.7045,83.9773,3450.8786,215.0838,3460.5332,170.9764,2016-04-29 12:42:55.338000$$2016-04-29 12:47:59.549,0.1986879225012531,0.200649385415572,-0.5494398725468546,-0.5417769203606222
3447.3081,0.0,3457.1638,0.0,3453.0311,76.9441,3452.9568,77.0864,3447.745,173.455,3456.6063,155.5197,2016-04-29 12:47:59.549000$$2016-04-29 12:52:59.778,0.18786742113147906,0.18967695360709239,-0.7574198511152056,-0.7464272934109999
3452.1967,0.0,3462.6205,0.0,3457.7451,83.8235,3457.8,83.5,3453.0652,197.6045,3462.5,176.9879,2016-04-29 12:52:59.778000$$2016-04-29 12:58:06.124,0.20166749782027193,0.2038567656877906,-0.5539879190553875,-0.5559520822490468
3452.7492,0.0,3462.7453,0.0,3458.1163,95.4186,3458.1163,95.4186,3453.3131,173.1125,3462.3857,167.3901,2016-04-29 12:58:06.124000$$2016-04-29 13:03:07.898,0.20275417335418805,0.20478282171709436,-0.21110720337861294,-0.20198584616403176
3459.185,0.0,3468.7926,0.0,3464.3235,75.0647,3464.3118,75.0647,3460.3793,159.8376,3469.2589,198.7067,2016-04-29 13:03:07.898000$$2016-04-29 13:08:08.048,0.22092554289654567,0.22292186733692396,-0.8129959148872241,-0.8064690382042703
3463.8122,0.0,3473.7724,0.0,3468.0323,77.7742,3468.0323,77.7742,3463.411,216.621,3472.8023,151.6977,2016-04-29 13:08:08.048000$$2016-04-29 13:13:08.551,0.2317829303431715,0.233814663596883,-0.7328728198620654,-0.7260005673543093
3458.5378,0.0,3471.2897,0.0,3463.625,86.0833,3463.625,86.0833,3457.4715,216.2966,3468.4333,128.4407,2016-04-29 13:13:08.551000$$2016-04-29 13:18:12.601,0.2188807076044113,0.22091106973677893,-0.4871629808240333,-0.4792315800358324
3453.9,0.0,3467.2253,0.0,3457.5714,57.2857,3457.5714,57.2857,3452.4453,215.7031,3463.9727,139.0164,2016-04-29 13:18:12.601000$$2016-04-29 13:23:13.044,0.20115899690367303,0.20318747574691418,-1.338741811344984,-1.3344811966251826
3450.9259,0.0,3463.0722,0.0,3455.4483,96.8621,3455.4483,96.8621,3450.3362,237.2936,3461.1295,146.6079,2016-04-29 13:23:13.044000$$2016-04-29 13:28:13.940,0.19494369295416653,0.19697151129602924,-0.16842121420392503,-0.15911585625005534
3459.3,0.0,3467.9536,0.0,3462.6106,153.6985,3462.4523,153.6985,3459.7561,229.0951,3468.3694,242.2373,2016-04-29 13:28:13.940000$$2016-04-29 13:33:13.984,0.21591108567120976,0.21747766504008356,1.5122978402666203,1.528848047280758
3456.344,0.0,3466.3274,0.0,3461.221,167.7845,3461.1768,167.7845,3456.3106,302.2841,3465.7696,337.1514,2016-04-29 13:33:13.984000$$2016-04-29 13:38:13.998,0.2118430783384252,0.21374328481442162,1.9288373924070115,1.9471831203173167
3464.9556,0.0,3475.4634,0.0,3469.8833,191.9611,3469.8556,191.9611,3465.1201,334.4646,3475.0838,365.3262,2016-04-29 13:38:13.998000$$2016-04-29 13:43:14.100,0.23720167068066778,0.2391528803475305,2.643767829456377,2.6651953116261087
3452.2469,0.0,3463.3313,0.0,3456.7115,99.6923,3456.7115,99.6923,3451.016,483.8577,3460.8004,426.3299,2016-04-29 13:43:14.100000$$2016-04-29 13:48:14.306,0.19864166853186732,0.20066987985820617,-0.08472887851829845,-0.07506275929505966
3446.1047,0.0,3455.2996,0.0,3451.8167,139.5,3451.5333,139.5,3445.9658,333.9943,3454.8202,414.7925,2016-04-29 13:48:14.306000$$2016-04-29 13:53:14.339,0.18431230591491682,0.18550926230859735,1.092431531089754,1.1071718770046277
3441.3655,0.0,3450.661,0.0,3446.0,76.0106,3446.0,76.0106,3441.1847,367.0459,3449.8453,383.3737,2016-04-29 13:53:14.339000$$2016-04-29 13:58:14.452,0.16728411200831933,0.16930899096194138,-0.7850245417245382,-0.7783770926139482
3434.187,0.0,3443.2443,0.0,3438.5395,158.2632,3438.5263,158.2632,3433.4858,374.0611,3442.6,303.0542,2016-04-29 13:58:14.452000$$2016-04-29 14:03:15.658,0.14544374880578592,0.14742766011714684,1.647281376661285,1.6644134390094236
3431.3953,0.0,3440.7267,0.0,3435.76,110.6,3435.76,110.6,3431.4038,379.7995,3440.5673,347.2018,2016-04-29 14:03:15.658000$$2016-04-29 14:08:15.847,0.13730685590029262,0.13932854916595128,0.23782461238626892,0.24888111946121338
3435.9887,0.0,3446.7371,0.0,3440.5676,137.8919,3440.5676,137.8919,3438.3484,295.1075,3447.1831,405.9479,2016-04-29 14:08:15.847000$$2016-04-29 14:13:16.171,0.15138094344569705,0.15340413236696634,1.0448781267310316,1.0594134905961305
3443.4875,0.0,3452.7123,0.0,3448.4731,122.1183,3448.4516,122.1183,3444.2827,256.3223,3452.9738,304.0537,2016-04-29 14:13:16.171000$$2016-04-29 14:18:16.213,0.17452402920370674,0.17648673032786394,0.578434261926143,0.590958989101778
3447.4213,0.0,3456.2512,0.0,3451.3167,105.75,3451.3167,105.75,3448.0641,217.0,3456.3207,281.1033,2016-04-29 14:18:16.213000$$2016-04-29 14:23:16.224,0.18284857270651705,0.1848751056979511,0.0944044201471029,0.10484270513299354
3447.3703,0.0,3455.914,0.0,3450.7064,100.5872,3450.6972,100.5872,3447.0182,334.1821,3454.981,285.397,2016-04-29 14:23:16.224000$$2016-04-29 14:28:17.378,0.1810619399523448,0.18306134752484465,-0.0582656352121482,-0.048485444453343574
3443.1218,0.0,3451.555,0.0,3446.7937,155.5714,3446.7778,155.5714,3442.9699,325.2343,3450.9632,396.0604,2016-04-29 14:28:17.378000$$2016-04-29 14:33:17.389,0.16960764210333362,0.17158621631632778,1.567681691409865,1.5844706341251549
3443.3427,0.0,3450.9062,0.0,3447.3922,159.9412,3442.1176,159.9412,3443.9911,294.5415,3451.266,401.0691,2016-04-29 14:33:17.389000$$2016-04-29 14:38:17.467,0.171359730753787,0.15794218752163344,1.6969018060586707,1.7142477605027746
3445.7996,0.0,3453.668,0.0,3449.087,133.5435,3449.087,133.5435,3445.9788,276.4753,3453.166,318.4585,2016-04-29 14:38:17.467000$$2016-04-29 14:43:17.579,0.1763212008369795,0.17834704016352565,0.9162908351984976,0.9302719151600828
3437.7776,0.0,3446.1049,0.0,3441.6207,152.2931,3441.6207,152.2931,3436.8736,373.602,3445.0183,349.4022,2016-04-29 14:43:17.579000$$2016-04-29 14:48:18.891,0.1544638583292289,0.15648737487237263,1.4707385128082857,1.487109575631917
3427.68,0.0,3436.8125,0.0,3432.8209,101.1194,3432.8209,101.1194,3426.5745,497.129,3435.2154,401.7229,2016-04-29 14:48:18.891000$$2016-04-29 14:53:19.066,0.12870273935467694,0.13072351825944759,-0.04252785659159465,-0.03267982711200767
3413.9185,0.0,3422.8982,0.0,3417.2735,197.5299,3417.2735,197.5299,3413.7478,323.763,3422.8671,331.9067,2016-04-29 14:53:19.066000$$2016-04-29 14:58:19.152,0.08318824798612659,0.0852041900583736,2.8084437813205976,2.830581109917035
3416.1598,0.0,3425.1713,0.0,3420.2714,92.7571,3420.2429,92.7571,3415.877,356.4714,3424.0966,330.472,2016-04-29 14:58:19.152000$$2016-04-29 15:03:19.166,0.09196449955705083,0.09389793262370827,-0.2898108820682091,-0.28102878219177574
3411.4522,0.0,3420.0709,0.0,3415.2692,104.5,3415.2692,104.5,3411.2535,329.4721,3419.4172,381.2566,2016-04-29 15:03:19.166000$$2016-04-29 15:08:19.461,0.07732072704693643,0.07933604557676302,0.05744045307515285,0.06771940247108116
3403.3755,0.0,3411.7173,0.0,3406.9286,138.3143,3406.9286,138.3143,3402.9415,361.1341,3411.1084,325.2193,2016-04-29 15:08:19.461000$$2016-04-29 15:13:19.614,0.052903900650978164,0.054916624400626286,1.0573689904839854,1.0719581970316443
3404.5009,0.0,3413.2519,0.0,3408.8472,127.8472,3408.6567,128.3433,3405.555,353.8796,3413.7258,388.7768,2016-04-29 15:13:19.614000$$2016-04-29 15:18:19.668,0.05852053771824968,0.05997611673145108,0.7478445586929386,0.7758330363581015
3410.1314,0.0,3418.2912,0.0,3413.4176,122.2637,3413.4176,122.2637,3410.1962,310.4325,3418.0971,376.5275,2016-04-29 15:18:19.668000$$2016-04-29 15:23:20.124,0.07190023022959051,0.07391497272232402,0.5827339105759521,0.5952771716674115
3405.1949,0.0,3413.653,0.0,3408.5,194.0521,3408.5,194.0521,3404.9102,320.1324,3412.9455,376.7474,2016-04-29 15:23:20.124000$$2016-04-29 15:28:20.730,0.057504121378336416,0.05951733399420189,2.705601153574335,2.727295172318956
