cancel_order_buy_price,cancel_order_buy_volume,cancel_order_sell_price,cancel_order_sell_volume,execute_order_buy_price,execute_order_buy_volume,execute_order_sell_price,execute_order_sell_volume,new_order_buy_price,new_order_buy_volume,new_order_sell_price,new_order_sell_volume,time_index_volume
3386.3066,0.0,3397.4773,0.0,3391.9286,73.9286,3391.9286,73.9286,3386.0355,179.5674,3394.5929,145.0571,2016-04-29 10:47:12.601000$$2016-04-29 10:52:13.838
3384.5089,0.0,3394.8754,0.0,3389.8511,99.6809,3389.8511,99.6809,3384.5363,166.082,3393.523,211.0954,2016-04-29 10:52:13.838000$$2016-04-29 10:57:14.518
3385.2291,0.0,3395.6118,0.0,3391.4167,73.5417,3391.44,71.6,3385.8961,212.3571,3394.1325,205.2715,2016-04-29 10:57:14.518000$$2016-04-29 11:02:16.102
3385.0437,0.0,3404.4844,0.0,3398.4324,73.5946,3393.5814,66.5349,3382.9005,331.8824,3399.7512,191.8802,2016-04-29 11:02:16.102000$$2016-04-29 11:07:16.246
3386.75,0.0,3393.7826,0.0,3390.9412,98.1765,3390.9412,98.1765,3386.8291,153.5879,3393.7672,175.0794,2016-04-29 11:12:19.509000$$2016-04-29 11:17:22.053
3388.2653,0.0,3394.6686,0.0,3392.0244,87.6341,3392.0244,87.6341,3388.6698,125.7535,3394.6754,163.5654,2016-04-29 11:17:22.053000$$2016-04-29 11:22:22.101
3388.75,0.0,3394.8602,0.0,3392.2727,61.9091,3392.2727,61.9091,3388.9107,160.2411,3394.38,183.21,2016-04-29 11:22:22.101000$$2016-04-29 11:27:23.619
3388.76,0.0,3395.3521,0.0,3390.4615,111.5385,3390.4615,111.5385,3388.5284,165.1834,3394.7906,196.0299,2016-04-29 11:27:23.619000$$2016-04-29 11:32:33.348
3388.7848,0.0,3397.0993,0.0,3392.0,85.75,3392.0,85.75,3390.0283,155.8396,3396.16,192.808,2016-04-29 11:32:33.348000$$2016-04-29 11:37:33.550
3391.1444,0.0,3401.5213,0.0,3397.2903,90.4839,3397.2903,90.4839,3394.0879,150.9487,3402.412,231.8106,2016-04-29 11:37:33.550000$$2016-04-29 11:42:36.958
3395.0,0.0,3405.771,0.0,3400.2632,124.2105,3378.7895,124.2105,3396.2476,201.5583,3405.028,266.6589,2016-04-29 11:42:36.958000$$2016-04-29 11:47:37.445
3397.0914,0.0,3408.0355,0.0,3403.1111,106.0,3403.1111,106.0,3398.8457,210.0971,3407.4395,198.0673,2016-04-29 11:47:37.445000$$2016-04-29 11:52:38.422
3397.7874,0.0,3406.7732,0.0,3402.1053,122.5789,3402.0526,122.5789,3397.7772,229.1399,3405.366,229.0876,2016-04-29 11:52:38.422000$$2016-04-29 11:57:42.101
3398.922,0.0,3406.3593,0.0,3403.2432,109.8649,3403.0541,109.8649,3399.4902,154.9804,3405.8848,201.3665,2016-04-29 11:57:42.101000$$2016-04-29 12:02:42.102
3398.7885,0.0,3406.8431,0.0,3402.1905,137.2381,3402.1905,137.2381,3399.6444,153.5778,3406.502,172.3922,2016-04-29 12:02:42.102000$$2016-04-29 12:07:42.809
3459.2733,0.0,3480.6356,0.0,3467.2265,128.55,3465.9358,128.2882,3463.554,198.1533,3478.8432,170.7026,2016-04-29 12:07:42.809000$$2016-04-29 12:12:45.891
3478.6302,0.0,3493.8333,0.0,3487.2009,164.7205,3486.8559,164.7205,3479.7063,212.4654,3493.7938,205.0037,2016-04-29 12:12:45.891000$$2016-04-29 12:17:46.215
3478.3361,0.0,3489.765,0.0,3484.2198,179.9231,3484.1319,179.9231,3478.9312,265.8297,3488.8084,154.4346,2016-04-29 12:17:46.215000$$2016-04-29 12:22:47.914
3472.9265,0.0,3487.5793,0.0,3478.6098,99.7073,3478.561,99.7073,3472.5171,248.6464,3483.879,126.0955,2016-04-29 12:22:47.914000$$2016-04-29 12:27:51.785
3464.1374,0.0,3477.8756,0.0,3472.2273,91.5,3472.1818,91.5,3463.0462,210.8445,3476.3515,151.2343,2016-04-29 12:27:51.785000$$2016-04-29 12:32:54.477
3463.7458,0.0,3481.7308,0.0,3471.4545,79.3636,3471.4545,79.3636,3464.6296,253.7222,3477.3711,214.7526,2016-04-29 12:32:54.477000$$2016-04-29 12:37:54.980
3456.8704,0.0,3468.0732,0.0,3463.097,115.4254,3461.3209,115.4254,3457.1343,209.1525,3466.8993,192.2604,2016-04-29 12:37:54.980000$$2016-04-29 12:42:55.338
3451.4042,0.0,3462.0226,0.0,3456.7273,83.9773,3456.7045,83.9773,3450.8786,215.0838,3460.5332,170.9764,2016-04-29 12:42:55.338000$$2016-04-29 12:47:59.549
3447.3081,0.0,3457.1638,0.0,3453.0311,76.9441,3452.9568,77.0864,3447.745,173.455,3456.6063,155.5197,2016-04-29 12:47:59.549000$$2016-04-29 12:52:59.778
3452.1967,0.0,3462.6205,0.0,3457.7451,83.8235,3457.8,83.5,3453.0652,197.6045,3462.5,176.9879,2016-04-29 12:52:59.778000$$2016-04-29 12:58:06.124
3452.7492,0.0,3462.7453,0.0,3458.1163,95.4186,3458.1163,95.4186,3453.3131,173.1125,3462.3857,167.3901,2016-04-29 12:58:06.124000$$2016-04-29 13:03:07.898
3459.185,0.0,3468.7926,0.0,3464.3235,75.0647,3464.3118,75.0647,3460.3793,159.8376,3469.2589,198.7067,2016-04-29 13:03:07.898000$$2016-04-29 13:08:08.048
3463.8122,0.0,3473.7724,0.0,3468.0323,77.7742,3468.0323,77.7742,3463.411,216.621,3472.8023,151.6977,2016-04-29 13:08:08.048000$$2016-04-29 13:13:08.551
3458.5378,0.0,3471.2897,0.0,3463.625,86.0833,3463.625,86.0833,3457.4715,216.2966,3468.4333,128.4407,2016-04-29 13:13:08.551000$$2016-04-29 13:18:12.601
