time_index_volume,nom_exe_buy,nom_exe_sell,nom_new_buy,nom_new_sell,nom_amm_buy,nom_amm_sell,nom_can_buy,nom_can_sell,nom_exe,nom_new,nom_can,nom_amm,nom_exe_order_buy_price,nom_exe_order_sell_price,nom_exe_order_buy_volume,nom_exe_order_sell_volume,nom_exe_order_volume_average,nom_exe_order_price_average
2016-04-29 07:00:11.102000$$2016-04-29 07:15:11.564,2.837348499,2.110446875,-2.325856163,-3.1621961539999996,2.483629596,2.828853275,-4.000774485,-3.1712935819999997,1.122479196,1.204114396,-1.541689044,-0.088247735,-0.579546004,-0.765433088,-1.6001869430000002,-1.500032601,1.0668,0.7571
2016-04-29 07:15:11.564000$$2016-04-29 07:30:12.225,-0.6731776620000001,-0.435958157,-0.308991467,1.027965054,0.895095423,-0.39130701700000003,-0.117783137,0.182090201,-1.250617312,-1.314367291,-0.421523365,1.5344389330000001,-0.9238990990000001,-0.891839837,-0.39577179700000004,-0.35264843100000004,1.1223,1.0359
2016-04-29 07:30:12.225000$$2016-04-29 07:45:12.601,-0.332810977,-0.193081969,-0.8584778240000001,-1.3580989669999999,2.1616294259999997,0.92635947,-1.47374837,0.110317421,-0.7121162109999999,0.6005514120000001,-2.170879711,1.27942813,-0.819619504,-0.786775916,-1.00163985,-0.985833704,1.016,1.0417
2016-04-29 07:45:12.601000$$2016-04-29 08:00:14.458,-0.9343893040000001,-0.933095355,-0.852233661,-0.0835916,0.698317541,1.4281557480000002,0.6834690459999999,-0.539624977,0.024611078999999998,-0.73989168,1.701221541,-0.589849174,-0.495392819,-0.46587806299999995,-0.597147326,-0.583944103,1.0226,1.0634
2016-04-29 08:00:14.458000$$2016-04-29 08:15:27.278,-0.807741235,-0.967249818,0.602656352,-0.060312925999999996,0.433561845,-0.124163675,-0.05229618,1.194883877,1.23483412,0.605399308,-1.5788216080000002,0.602206044,-0.659406,-0.627969874,-1.061420141,-1.045229306,1.0155,1.0501
2016-04-29 08:15:27.278000$$2016-04-29 08:30:31.256,-0.44362803700000003,-0.6902191670000001,-1.5515799330000002,0.312145848,1.1276511009999999,0.038288358,0.17498208399999998,0.47316869899999997,1.414601999,-1.774917359,-0.40502000299999996,1.225298478,-0.306919222,-0.279612382,-0.397921243,-0.386000047,1.0309,1.0977
2016-04-29 08:30:31.256000$$2016-04-29 08:45:31.736,-0.760248209,-0.849606665,0.365378153,1.4528008430000001,-0.174660698,-0.246905211,0.7027299159999999,0.17012807100000002,0.604844009,-1.105907787,0.706893995,-0.00043741099999999996,-0.23884416,-0.21233480100000002,0.372014905,0.378981534,0.9816,1.1248
2016-04-29 08:45:31.736000$$2016-04-29 09:00:35.917,-0.8868962779999999,-0.9748396990000001,-1.314301734,0.21903115399999998,0.190272828,-0.745091444,1.469312533,1.6972933380000002,0.709173582,-1.467075998,-0.264741428,1.124857902,-0.287557199,-0.26173868100000003,-1.17643251,-1.243270947,0.9462,1.0986
2016-04-29 09:00:35.917000$$2016-04-29 09:15:49.255,-0.324895472,-0.675039405,1.5455249869999999,0.492555566,-0.983238904,-0.48155814700000005,0.421521217,0.907792756,1.9964400000000002,0.9011209309999999,-0.6278153870000001,-0.779302954,-0.331609697,-0.30401361600000004,-0.855700389,-0.840833368,1.0177,1.0908
2016-04-29 09:15:49.255000$$2016-04-29 09:30:52.522,0.146077034,0.087743623,0.028193343,0.9232110240000001,-0.206860715,-0.831732528,0.067121213,0.194052332,0.068750513,-0.911991969,-0.18635046,0.697835095,-0.422442,-0.394192565,-0.158735861,-0.148353831,1.07,1.0717
2016-04-29 09:30:52.522000$$2016-04-29 09:45:54.007,-1.266840485,-1.149406959,1.0522360990000001,0.271408169,-0.34639412299999994,-0.218024849,0.953121223,1.2586819040000001,-0.9360235240000001,0.675693792,-0.37820204,-0.244622284,-0.439766892,-0.41090377899999997,-0.459201235,-0.446885701,1.0276,1.0702
2016-04-29 09:45:54.007000$$2016-04-29 10:00:54.020,-0.863149765,-0.8799661879999999,0.627633005,-0.14178828300000001,-0.58968314,0.781957663,1.084095137,0.158165941,0.131348257,0.7144769559999999,1.239127412,-1.377736325,-0.530380269,-0.501398103,0.015886808,0.025145134,0.6318,1.0578
2016-04-29 10:00:54.020000$$2016-04-29 10:15:54.109,-0.127007865,0.038409397000000005,0.415331458,-1.515230013,0.065050539,1.44981602,-0.20253096399999998,-0.603423003,-0.766688602,2.052496101,0.535671617,-1.1894854259999998,-0.643851074,-0.61259717,-1.067520942,-1.051290848,1.0154,1.051
2016-04-29 10:15:54.109000$$2016-04-29 10:30:58.718,-0.37238849799999996,-0.090618578,0.484017252,-0.15924728800000001,-0.44299417399999996,0.164639939,0.54093861,0.022595134,-1.265062945,0.598127465,0.6903906329999999,-0.73299203,-0.86569058,-0.822196943,-0.244109293,-0.315554798,0.7736,1.0529
2016-04-29 10:30:58.718000$$2016-04-29 10:45:58.944,-0.32093772,-0.382828991,0.9897944670000001,-1.096213892,-0.45730529200000003,1.290974032,0.194242953,-0.27247073899999996,0.20277388699999999,2.12763848,0.624377186,-1.576813155,-1.069240433,-1.0403375129999999,0.10548358099999999,0.11416534800000001,0.924,1.0278
2016-04-29 10:45:58.944000$$2016-04-29 11:02:16.102,0.272725103,0.140872789,0.34040149999999997,-0.421132364,-1.162127887,-0.22524494,0.7759212209999999,0.389433789,0.323154163,0.7411403809999999,0.506790734,-1.245419399,-1.2222924370000001,-1.183679173,-0.628924375,-0.64303569,0.9781,1.0326
2016-04-29 11:02:16.102000$$2016-04-29 11:17:17.026,0.605176284,0.47103260700000005,2.54459109,1.621571225,-0.757838785,0.11048926099999999,-1.342774455,-1.727863226,0.242098111,0.651454315,0.5253570160000001,-1.048146891,-1.020479156,-1.103658237,-0.8829858890000001,-1.08688317,0.8124,0.9246
2016-04-29 11:17:17.026000$$2016-04-29 11:32:33.348,-0.10326135199999999,-0.117183161,-0.028004126,-0.78777147,-0.17108291899999997,1.5292370130000001,0.30210382399999997,-1.0220975540000001,-0.06928553700000001,0.78477144,1.895136041,-1.4559236,-1.180789136,-1.143245149,-0.62882238,-0.615415327,1.0218,1.0328
2016-04-29 11:32:33.348000$$2016-04-29 11:47:33.441,-0.451543541,-0.621910239,0.727539615,0.387801536,-0.08879398599999999,-0.647620225,0.090234257,1.103174213,0.901782023,0.256350835,-1.290012777,0.604611806,-0.9510794020000001,-1.193298114,-0.102283623,-0.092264866,1.1086,0.797
2016-04-29 11:47:33.441000$$2016-04-29 12:02:33.460,0.14211928199999999,-0.181697148,-0.221573183,1.115260079,-0.407216377,-0.813682302,0.43692991299999995,0.321648385,1.252489894,-1.316791239,0.143716775,0.390498962,-0.7719194640000001,-0.7430524559999999,0.19820441800000002,0.206289523,0.9608,1.0388
2016-04-29 12:02:33.460000$$2016-04-29 12:17:33.954,3.2172927060000003,3.131285853,-1.78261397,-1.323180957,-0.5038164279999999,-0.171094262,-1.489157066,-2.194386297,-0.128673139,-0.354483992,1.043149991,-0.486401395,1.700749642,1.6645615569999999,1.159486605,1.1531886690000002,1.0055,1.0217
2016-04-29 12:17:33.954000$$2016-04-29 12:32:37.887,1.25820539,1.89034033,0.02194918,-0.7470337909999999,-0.407216377,-0.32993625,-0.799617927,-1.1058324640000001,-1.4841550469999998,0.789619335,0.403644723,-0.199514241,2.131281922,2.1274075519999998,1.557402353,1.556740971,1.0004,1.0018
2016-04-29 12:32:37.887000$$2016-04-29 12:47:38.035,1.285909655,0.7822177229999999,0.034437506,0.230670491,-0.736372107,-0.528488734,-0.476035315,-0.400066793,1.200325108,-0.22601476199999998,-0.136840375,-0.405808358,1.44860178,1.411520696,-0.00633295,0.003068361,-2.064,1.0263
2016-04-29 12:47:38.035000$$2016-04-29 13:02:38.251,0.715993344,1.4842817030000002,1.1396543829999999,0.76026031,-2.052995025,-1.965286712,0.8105907859999999,0.09038053800000001,-1.919129111,0.256350835,0.962696102,-0.630145692,1.159781846,1.167893415,-0.8791327520000001,-0.864114943,1.0174,0.9931
2016-04-29 13:02:38.251000$$2016-04-29 13:17:42.251,0.7516131140000001,1.082018017,1.102189404,1.1268994159999999,-1.938506076,-1.8642054469999998,0.671912524,0.150191188,-1.032327745,-0.141176592,0.6924535540000001,-0.566994432,1.528194611,1.533677215,-1.0612879259999999,-1.045097942,1.0155,0.9964
2016-04-29 13:17:42.251000$$2016-04-29 13:32:42.257,0.7318243529999999,0.922630519,0.115611627,-0.031214585,-0.790038802,-0.7811918959999999,0.067121213,-0.085064036,-0.7024857879999999,0.118185815,0.1870381,-0.18688398899999997,1.416267425,1.418088566,1.6006254869999998,1.599685962,1.0006,0.9987
